service_id_number,service_name_en,service_name_fr,external_internal,service_type,service_description_en,service_description_fr,responsibility_area_en,responsibility_area_fr,authority_en,authority_fr,program_name_en,program_name_fr,program_id_number,service_owner,service_agreements,client_target_groups,cra_business_number,volumes_per_channel_online,volumes_per_channel_telephone,volumes_per_channel_in_person,volumes_per_channel_mail,user_fee,targets_published_en,targets_published_fr,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,interaction_points_online,interaction_points_total,percentage_online,owner_org,owner_org_title
2017-2018-IRCC-041,Permanent Resident Travel Document,Titre de voyage de résident permanent,EX,REG,"Issuance of Permanent Resident Travel Document to persons abroad whose PR card has expired, are not in possession of a PR card or have  a lost/stolen PR card.","Délivrance d’un titre de voyage de résident permanent à des personnes à l’étranger dont la carte RP a expiré, ou qui ne sont pas en possession d’une carte RP, ou dont la carte RP a été perdue ou volée.",IPG,DGOPI,"IRPA, IRPR",LIPR et RIPR,Identity Management,Gestion de l’identité,4.2.1,94,N,PP,NA,NA,NA,NA,21926,Y,N,N,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-042,Resettlement Assistance (RAP) Transfer Payments: Contributions,Paiements de transfert pour de l’aide au réétablissement : Contributions,EX,RES,"Provides funds for immediate and essential RAP services through contributions to service providing organizations in all provinces in Canada except Quebec (including port of entry services, assistance with temporary accommodation life skills and orientation training, and links to settlement programming).
","Fournit des fonds pour des services immédiats et essentiels offerts dans le cadre du PAR au moyen de contributions à des fournisseurs de services dans toutes les provinces du Canada, à l’exception du Québec (y compris les services aux points d’entrée, l’aide relative aux aptitudes de vie dans les hébergements temporaires, la formation d’orientation, et des liens vers des programmes d’établissement).","RAB, SN, GCFM, IN","DGAR, RE, UGFSC, RI",Program Ts&Cs,Modalités du programme,Resettlement Assistance Program,Programme d’aide à la réinstallation,3.1.4,94,Y,IO,Y,43,NA,NA,NA,N,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,Y,Y,Y,Y,Y,Y,6,6,100,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-043,Resettlement Assistance (RAP) Transfer Payments: Income Support,Paiements de transfert pour de l’aide au réétablissement : Soutien du revenu,EX,RES,"Direct financial support and immediate and essential services to RAP clients including government-assisted refugees, privately sponsored refugees in blended initiatives under the BVOR program, and persons in refugee-like situations admitted to Canada.","Soutien financier direct et services essentiels et immédiats à des clients du PAR, notamment des réfugiés parrainés par le gouvernement et par le secteur privé, dans le cadre d’initiatives mixtes du programme visant les réfugiés désignés par un bureau des visas, et les personnes se trouvant dans une situation semblable à celle des réfugiés qui sont admises au Canada.","RAB, SN, GCFM,IN","DGAR, RE, UGFSC, RI",Program Ts&Cs,Modalités du programme,Resettlement Assistance Program,Programme d’aide à la réinstallation,3.1.4,94,N,PP,NA,NA,NA,10536,NA,N,N,N,NA,NA,NA,NA,Y,Y,2,2,100,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-044,Reimbursement Interim Federal Health (IFH) ,Remboursement dans le cadre du programme fédéral de santé intérimaire (PFSI) ,EX,RES,Health Care Professionals are reimbursed for providing eligible services to clients.,Les professionnels de la santé sont remboursés pour les services admissibles rendus aux clients.,MHB,DSM,Interim Federal Health Program Policy,Politique sur le Programme fédéral de santé intérimaire,Interim Federal Health,Programme fédéral de santé intérimaire,4.1.3,94,Y,ES,N,625776,NA,NA,733375,N,N,N,NA,NA,NA,NA,Y,Y,2,2,100,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-045,Eligibility Certificate for IFH,Certificat d’admissibilité au PFSI,EX,REG,"Issuance of IFHP Eligibility Certificate.  Refugee claimants are eligible for IFHP coverage until they no longer meet program eligibility criteria, become eligible for provincial or territorial health coverage or are removed from Canada. ","Délivrance de certificats d’admissibilité au PFSI.  Les demandeurs d’asile sont couverts jusqu’à ce qu’ils ne répondent plus aux critères d’admissibilité du programme, lorsqu’ils deviennent admissibles à un régime d’assurance maladie provincial ou territorial ou lorsqu’ils sont renvoyés du Canada. ","MHB
Supporting delivery areas: DN","DGMS
Appui aux secteurs de prestation : RN",Interim Federal Health Program Policy,Politique sur le Programme fédéral de santé intérimaire,Interim Federal Health,Programme fédéral de santé intérimaire,4.1.3,94,Y,PP,NA,119171,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,Y,1,1,100,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-046,Medical Surveillance Notification,Notification de la surveillance médicale,EX,REG,Migrants who pose Public Health Risks are referred to PTs for medical surveillance.   ,Les migrants qui posent un risque pour la santé publique sont renvoyés aux provinces et territoires à des fins de surveillance médicale.   ,MHB,DGMS,"IRPA, IRPR",LIPR et RIPR,Medical Surveillance and Notification,Notification et surveillance médicale,4.1.2,94,Y,PTC,NA,8755,NA,NA,NA,N,N,N,NA,NA,NA,NA,Y,Y,2,2,100,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-047,"Grant 5(1), 5(2), 5(4)","Attribution de citoyenneté 5 (1), 5 (2) et 5 (4)",EX,REG,Granting of citizenship to  adults and/or minor applicants who have either met all the requirements to become naturalized citizens or have been granted per the discretion of the IRCC Minister. ,Octroi de la citoyenneté aux demandeurs adultes et mineurs qui ont satisfait à toutes les exigences pour devenir des citoyens naturalisés ou à qui le ministre d’IRCC l’a octroyée. ,"CPPG
Supporting delivery areas: CN, DN and CMB ","DGOPCP
Appui aux secteurs de prestation : RC, RN et DGRC ","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,Y,PP,NA,NA,NA,NA,112749,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,N,N,Y,NA,Y,2,5,40,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-048,Stateless grant 5(5),Attribution de citoyenneté aux personnes apatrides 5(5),EX,REG,Granting of citizenship to an individual who is and always was stateless and was born outside Canada to a Canadian parent.,Attribution de la citoyenneté à une personne qui est et a toujours été apatride et qui est née à l’extérieur du Canada d’un parent canadien.,"CPPG
Supporting delivery areas: CN, and CMB ","DGOPCP
Appui aux secteurs de prestation : RC et DGRC ","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,Y,PP,NA,NA,NA,NA,0,N,N,N,N,N,N,Y,NA,Y,2,5,40,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-049,Adoption 5.1,Adoption 5.1,EX,REG,Citizenship granted to an individual adopted by a Canadian Citizen.,Citoyenneté attribuée à une personne adoptée par un citoyen canadien.,"CPPG
Supporting delivery areas: CN, IN, DN, CMB","DGOPCP
Appui aux secteurs de prestation : RC, RN, RI et DGRC","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,N,PP,NA,NA,NA,NA,867,Y,N,N,Y,Y,N,Y,N,Y,4,6,67,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-050,Resumption 11(1) & 11(2),Réintégration 11(1) et 11(2),EX,REG,"Citizenship  granted to any person who was previously a Canadian citizen, whose citizenship was not revoked under the former or present Act, and who have met all the requirements to resume citizenship.","Citoyenneté attribuée à une personne ayant déjà eu la citoyenneté canadienne, qui n’a pas été révoquée en vertu de l’ancienne loi ni de la loi actuelle, mais que la personne peut réintégrer parce qu’elle a satisfait à toutes les exigences.","CPPG
Supporting delivery areas: CN, DN and CMB ","DGOPCP
Appui aux secteurs de prestation : RC, RN et DGRC ","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,Y,PP,NA,NA,NA,NA,36,Y,N,N,Y,Y,N,Y,N,Y,4,6,67,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-051,Revocation ,Révocation ,EX,REG,"Revocation of citizenship for false representation, fraud, or knowingly concealing material circumstances.",Révocation de la citoyenneté acquise par fraude ou au moyen d’une fausse déclaration ou de la dissimulation intentionnelle de faits essentiels.," CPPG
Supporting delivery area: CMB "," DGOPCP
Appui aux secteurs de prestation : DGRC ","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,Y,PP,NA,NA,NA,NA,162,N,N,N,NA,NA,NA,Y,N,Y,2,3,67,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-052,Renunciation of Citizenship,Répudiation de la citoyenneté,EX,REG,Renunciation of Canadian citizenship under section 9(1) of the Citizenship Act and the streamlined renunciation under section 11 of the Citizenship Regulations No. 2 for certain individuals who have Canadian citizenship. ,Répudiation de la citoyenneté canadienne en vertu de l’article 9(1) de la Loi sur la citoyenneté et répudiation simplifiée aux termes de l’article 11 du Règlement n° 2 sur la citoyenneté pour certaines personnes ayant la citoyenneté canadienne ,"CPPG
Supporting delivery areas: CN and CMB ","DGOPCP
Appui aux secteurs de prestation : RC et DGRC ","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,N,PP,NA,NA,NA,NA,259,Y,N,N,NA,NA,N,NA,N,Y,1,3,33,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-053,Proof of Citizenship,Preuve de citoyenneté,EX,REG,Issuance of proof of citizenship for travel and government services. ,Délivrance de la preuve de citoyenneté aux fins des voyages et des services gouvernementaux ,"CPPG
Supporting delivery areas: CN, CMB","DGOPCP
Appui aux secteurs de prestation : RC et DGRC","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,Y,PP,NA,NA,NA,NA,61736,Y,N,N,NA,NA,N,NA,N,Y,1,3,33,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-054,Recalls of Citizenship Certificate(s),Rappels de certificats de citoyenneté,EX,REG,A certificate of citizenship is recalled when it was issued in error or if the Registrar is of the opinion that the person to whom it was issued is not entitled to it.,Un certificat de citoyenneté est rappelé s’il a été délivré par erreur ou si le Greffier estime que la personne qui l’a obtenu n’y avait pas droit.,"CPPG
Supporting delivery areas: CMB and the Registrar (CPPG) ","DGOPCP
Appui aux secteurs de prestation : DGRC et Greffier (DGOPCP) ","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,N,PP,NA,NA,NA,NA,19,N,N,N,NA,NA,NA,N,N,Y,1,3,33,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-055,Search of Records ,Recherche de documents ,EX,REG,"Provides record of citizenship to requests by individuals, P/T business and other organizations.   ","Fournit un dossier de citoyenneté pour les demandes faites par des personnes, des organisations provinciales ou territoriales et d’autres organisations.   ","CPPG
Supporting delivery area: CN ","DGOPCP
Appui aux secteurs de prestation : RC ","CA, Citizenship Regulations, and Citizenship Regulations No. 2","Loi sur la citoyenneté, Règlement sur la citoyenneté et Règlement n° 2 sur la citoyenneté","Citizenship Acquisition, Confirmation and Revocation","Attribution, confirmation et révocation de la citoyenneté",3.2.2,94,N,PP,NA,NA,NA,ND,1505,Y,N,N,N,N,N,N,N,Y,1,6,17,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-056,"Citizenship Education &  Outreach 
Reaffirmation","Éducation à la citoyenneté et rayonnement 
Réaffirmation",EX,ED,Promote awareness of rights and responsibilities of a citizenship and encourage citizenship acquisition by Permanent Residents.,Contribuer à la connaissance des droits et des responsabilités liés à la citoyenneté et favoriser l’acquisition de la citoyenneté par les résidents permanents.,"CPPG,  Communications","DGOPCP, Communications",DCIA,LMCI,Citizenship Awareness,Sensibilisation à la citoyenneté,3.2.1,94,N,PP,NA,1286649,NA,48591,NA,N,N,N,NA,NA,NA,NA,Y,Y,2,2,100,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-057,Regular Passport,Passeport régulier,EX,REG,Issuance of regular passports. Includes issuance of temporary passports in conjunction with an application for a regular passport for clients abroad who require a passport urgently. ,Délivrance de passeports réguliers. Comprend la délivrance de passeports temporaires concurremment avec la demande d’un passeport régulier pour les clients à l’étranger qui ont besoin d’obtenir d’urgence un passeport. ,CPPG (delivered by Service Canada and Global Affairs Canada),DGOPCP (délivrés par Service Canada et Affaires mondiales Canada),"CPO
Passport and Other Travel Document Services Fees Regulations","DPC
Règlement sur les droits pour les services de passeports et autres documents de voyage",Passport ,Passeport ,4.4,94,Y,PP,NA,NA,NA,4302125,778799,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-058,Diplomatic Passport,Passeport diplomatique,IN,REG,"Issuance of diplomatic passport to eligible officials, including diplomats and their dependents.","Délivrance de passeports diplomatiques à des responsables admissibles, y compris des diplomates et leurs personnes à charge.",CPPG (Delivered by CN),DGOPCP (délivrés par le RC),DSPO,DPDS,Passport,Passeport,4.4,94,N,IG,NA,NA,NA,3004,NA,Y,N,N,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-059,Special Passport,Passeport spécial,IN,REG,Issuance of official passport to military and other government officials and their dependents traveling a status other than diplomatic.,Délivrance de passeports officiels à des militaires et à d’autres fonctionnaires ainsi qu’à leurs personnes à charge qui voyagent avec un statut autre que diplomatique.,CPPG (delivered by CN),DGOPCP (délivrés par le RC),DSPO,DPDS,Passport ,Passeport ,4.4,94,N,IG,NA,NA,NA,11637,NA,Y,N,N,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-060,Certificate of Identity,Certificat d’identité,EX,REG,Issuance of travel documents to Permanent Residents in Canada who are stateless or otherwise unable to obtain a passport from the country of origin.,Délivrance de titres de voyage à des résidents permanents au Canada qui sont apatrides ou se trouvent dans l’impossibilité d’obtenir un passeport auprès du pays d’origine.,CPPG (delivered by CN),DGOPCP (délivrés par le RC),"Royal prerogative, Passport and Other Travel Document Services Fees Regulations","Prérogative royale, Règlement sur les droits pour les services de passeports et autres documents de voyage",Passport,Passeport,4.4,94,N,PP,NA,NA,NA,649,NA,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-061,Refugee Travel Document,Titre de voyage pour réfugiés,EX,REG,"Issuance of travel documents to protected persons, including convention refugees.","Délivrance de titres de voyage à des personnes protégées, y compris à des réfugiés au sens de la Convention.",CPPG (delivered by CN),DGOPCP (délivrés par le RC),"IRPA, IRPR, Royal prerogative, Passport and Other Travel Document Services Fees Regulations","LIPR, RIPR, Prérogative royale, Règlement sur les droits pour les services de passeports et autres documents de voyage",Passport,Passeport,4.4,94,N,PP,NA,NA,NA,1129,NA,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-062,Emergency travel document,Titre de voyage d’urgence,EX,REG,Issuance of single journey travel document to Canadians abroad for urgent return to Canada or closest destination where passport services can be obtained.,Délivrance d’un titre de voyage d’aller simple à des Canadiens à l’étranger aux fins de retour urgent au Canada ou vers la destination la plus proche où des services de passeport peuvent être obtenus.,CPPG (delivered by Global Affairs Canada),DGOPCP (délivrés par Affaires mondiales Canada),"Passport and Other Travel Document Services Fees Regulations
Royal prerogative","Passport and Other Travel Document Services Fees Regulations
Prérogative royale",Passport,Passeport,4.4,94,Y,PP,NA,NA,NA,19176,25,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-063,Visa facilitation for Official Travel,Facilitation de l’octroi des visas pour les voyages officiels,IN,REG,Facilitation of visa services for bearers of official (special and diplomatic) passports for their official travel.,Facilitation des services de visas pour les titulaires de passeports officiels (spéciaux et diplomatiques) pour leurs voyages officiels.,CPPG (delivered by CN),DGOPCP (délivrés par le RC),DCIA,LMCI,Passport,Passeport,4.4,94,N,IG,NA,NA,NA,4925,NA,Y,N,N,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-064,"Addition of a special stamp in a  
passport or other travel document",Ajout d’une estampille spéciale sur le passeport ou un autre titre de voyage,EX,REG, Translation of names of biodata fields to Arabic to enable passport holder to travel to Arabic speaking country. , Traduction des noms de champs de données biographiques en arabe pour permettre au titulaire du passeport de voyager dans des pays de langue arabe. ,CPPG (delivered by Service Canada ),DGOPCP (délivrés par Service Canada),Passport and Other Travel Document Services Fees Regulations,Règlement sur les droits pour les services de passeports et autres documents de voyage,Passport,Passeport,4.4,94,Y,PP,NA,NA,NA,0,0,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-065,"Addition of an observation in a   
passport or other travel document","Ajout d’une observation sur un 
passeport ou un autre titre de voyage",EX,REG,Addition of text printed on a label and inserted in the travel document to add information; specify limitations; and/or alert border authorities to particular facts relevant to the conditions of issuance or use in certain circumstances.,"Ajout de texte imprimé sur une étiquette et inséré dans le titre de voyage pour ajouter de l’information ou indiquer des restrictions, ou pour attirer l’attention des autorités frontalières sur des faits particuliers à propos des conditions de délivrance ou d’utilisation dans certaines circonstances.",CPPG (delivered by Service Canada),DGOPCP (délivrés par Service Canada),Passport and Other Travel Document Services Fees Regulations,Règlement sur les droits pour les services de passeports et autres documents de voyage,Passport,Passeport,4.4,94,Y,PP,NA,NA,NA,423,338,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-066,"Certifying true copies of part of a 
passport or another travel document","Certifier les copies conformes d’une partie d’un 
passeport ou d’un autre titre de voyage",EX,REG,Issuance of a document certifying the passport is authentic. ,Délivrance d’un document attestant de l’authenticité du passeport. ,CPPG (delivered by Service Canada ),DGOPCP (délivrés par Service Canada),Passport and Other Travel Document Services Fees Regulations,Règlement sur les droits pour les services de passeports et autres documents de voyage,Passport,Passeport,4.4,94,Y,PP,NA,NA,NA,16385,996,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,N,N,N,NA,Y,1,5,20,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-067,Verification of Status,Vérification du statut,EX,REG,"Provides Verification of Status document containing  information that appeared on the  original Record of Landing, Confirmation of Permanent Residence, Work Permit, Study Permit or other immigration documents. ","Fournit le document de vérification du statut contenant des renseignements figurant sur la fiche relative au droit d’établissement, la confirmation de résidence permanente, le permis de travail, le permis d’études ou d’autres documents d’immigration. ",IPG,DGOPI,DCIA,LMCI,"Eligibility and Admissibility Screening, Status and Documents","Contrôle de l’admissibilité, statut et documents",4.2.2,94,Y,PP,NA,1,NA,NA,29833,Y,http://www.cic.gc.ca/english/department/service-standards.asp,http://www.cic.gc.ca/francais/ministere/normes-service.asp,N,Y,N,NA,N,Y,2,5,40,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-068,Amendments to historical records or of valid TR documents,Modifications apportées à des dossiers historiques ou à des documents de résident temporaire valides,EX,REG,"Amends errors made by Canadian immigration officials on the Record of Landing, Confirmation of Permanent Resident document, or valid Temporary Resident documents.","Corriger les erreurs faites par les représentants de l’immigration canadienne sur la fiche relative au droit d’établissement, la confirmation de résidence permanente ou les documents de résident permanent valides.",IPG,DGOPI,DCIA,LMCI,"Eligibility and Admissibility Screening, Status and Documents","Contrôle de l’admissibilité, statut et documents",4.2.2,94,N,PP,NA,NA,NA,NA,12072,N,N,N,Y,Y,N,Y,N,Y,4,6,67,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-069,Determination of Rehabilitation for criminality or serious criminality,Décision sur la réadaptation dans les cas de criminalité ou de grande criminalité,EX,REG,Make a determination of whether a client meets the rehabilitation or deemed rehabilitated criteria per IRPA A36(3). ,Juger si un client satisfait aux critères de réadaptation ou s’il est réadapté selon les critères conformément à la LIPR L36(3). ,"IRG
Supporting delivery areas: DN and IN","DGORI
Appui aux secteurs de prestation : RN et RI","IRPA, IRPR",LIPR et RIPR,"Eligibility and Admissibility Screening, Status and Documents","Contrôle de l’admissibilité, statut et documents",4.2.2,94,N,PP,NA,18,NA,18,2466,Y,N,N,N,N,N,N,N,Y,1,6,17,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-070,Renunciation of Permanent Residency,Renonciation au statut de résident permanent,EX,REG,Renunciation of Permanent Resident Status under section 46(1)(e) of IRPA and the streamlining renunciation under section 72.6 of the IRPR for certain individuals who had permanent resident status. ,Renonciation au statut de résident permanent aux termes de l’alinéa 46(1)e) de la LIPR et simplification de la renonciation en application de l’article 72.6 du RIPR pour certaines personnes qui avaient le statut de résident permanent. ,IPG       Supporting delivery areas: DN and IN,"DGOPI
Appui aux secteurs de prestation : RN et RI","IRPA, IRPR",LIPR et RIPR,"Permanent Economic Residents
Temporary Economic Residents
Family and Discretionary Immigration
Refugee Protection","Résidents permanents profitables à l’économie
Résidents temporaires profitables à l’économie
Immigration pour motifs familiaux et discrétionnaires
Protection des réfugiés","1.1, 2.1, 2.2",94,N,PP,NA,2249,NA,7094,6582,N,N,N,N,N,N,N,N,Y,1,6,17,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-071,Authorization to return to Canada,Autorisation de revenir au Canada,EX,REG,Provides authorization to an individual previously removed from Canada to return to Canada.,Donne l’autorisation à une personne précédemment renvoyée du Canada d’y retourner.,"IRG
Supporting delivery areas: DN and IN","DGORI
Appui aux secteurs de prestation : RN et RI","IRPA, IRPR",LIPR et RIPR,"Eligibility and Admissibility Screening, Status and Documents","Contrôle de l’admissibilité, statut et documents",4.2.2,94,N,PP,NA,12,NA,16,1185,Y,N,N,Y,Y,N,Y,NA,Y,4,5,80,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-072,IRCC Web Validation Portal - Internal (GOC) and External (Provinces/Territories),Portail de validation du site Web d’IRCC – Interne (gouvernement canadien) et externe (provinces et territoires),EI,AD,Web-based system that enables federal/provincial/territorial partners to validate the status of an individual's non-secure documents.,"Système Web qui permet aux partenaires fédéral, provinciaux et territoriaux de valider l’état des documents non sécurisés d’une personne.",IRG,DGORI,SLAs / MOUs,Ententes sur les niveaux de service et protocoles d’entente,Identity Management,Gestion de l’identité,4.2.1,94,Y,PTC,NA,224000,NA,NA,NA,N,N,N,NA,NA,Y,NA,Y,Y,3,3,100,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
2017-2018-IRCC-073, Global Assistance to Irregular Migrants   (GAIM), Aide mondiale aux migrants irréguliers (AMMI),EX,RES,"The program provides transfer payments in the form of contributions to trusted international, Intergovernmental, and non-governmental organizations (such as the International Organization for Migration). The program assists illegal migrants in returning to their home country of origin by providing basic needs and medical support to stranded irregular migrants, assisting in the reintegration of returned individuals, supporting capacity building activities for governments of transit states, delivering information and awareness activities in countries of origin, and conducting research in support of the program.","Le Programme accorde des paiements de transfert sous forme de contributions à des organismes internationaux, intergouvernementaux et non gouvernementaux de confiance (comme l’Organisation internationale pour les migrations). Le Programme d’aide mondiale aux migrants irréguliers permet d’aider ces derniers à retourner dans leur pays d’origine en subvenant aux besoins fondamentaux des migrants irréguliers en détresse et en leur fournissant des soins médicaux, en facilitant la réintégration des personnes de retour dans leur pays, en contribuant aux activités de renforcement des capacités des gouvernements d’États de transit, en organisant des activités d’information et de sensibilisation dans les pays d’origine et en menant des travaux de recherche à l’appui du Programme.",SN,RE,Program Ts&Cs,Modalités du programme,Global Assistance to Irregular Migrants,Aide mondiale aux migrants irréguliers,4.2.3,94,Y,PP,NA,1,NA,NA,NA,N,N,N,Y,Y,Y,Y,Y,Y,6,6,100,cic,"Immigration, Refugees and Citizenship Canada | Immigration, Réfugiés et Citoyenneté Canada"
